turn,word,meaning
2668,graduate,학위를 수여하다
2669,grain,곡물
2670,grand,위대한
2671,grandfather,할아버지
2672,grant,받아들이다
2673,grape,포도
2674,graphic,그려 놓은 듯한
2675,grasp,붙잡다
2676,grass,풀밭
2677,grateful,고맙게 생각하는
2678,grave,무덤
2679,great,커다란
2680,greed,탐욕
2681,green,초록색
2682,greet,인사하다
2683,grey,회색의
2684,grief,심한 슬픔(deep sorrow)
2685,grip,잡기
2686,grocery,식품잡화류
2687,gross,총계의
2688,ground,땅
2689,group,집단
2690,grow,성장하다
2691,guarantee,보증하다
2692,guardian,보호자
2693,guess,추측(짐작)하다
2694,guest,손님
2695,guide,이끌다
2696,guideline,지침
2697,guilty,죄지은
2698,gulf,만
2699,gun,총
2700,guy,녀석
2701,gymnasium,실내체조장
2702,habit,습관
2703,habitat,(동물의)자연번식지
2704,hair,털
2705,half,반
2706,hall,회관
2707,halt,멈춰서다
2708,hammer,망치
2709,hand,손
2710,handicap,불리한 조건
2711,handle,손잡이
2712,handsome,얼굴(자태)이 잘생긴
2713,hang,걸다
2714,happen,(사건 등이)일어나다
2715,happy,행운의
2716,harbor,항구
2717,hard,단단한
2718,hardly,거의 -아니다
2719,harm,해
2720,harsh,거친
2721,harvest,수확
2722,haste,급함
2723,hat,(테있는)모자 모자를 씌우다
2724,hate,미워하다
2725,haunt,자주가다
2726,have,가지(고 있)다
2727,hazard,위험
2728,he,(3인칭단수 남성)그
2729,head,머리
2730,headache,두통
2731,headquarters,본부
2732,heal,고치다
2733,health,건강
2734,hear,듣다
2735,heart,심장
2736,heat,열
2737,heaven,하늘
2738,heavy,무거운
2739,heel,발뒤꿈치
2740,height,높이
2741,heir,상속인
2742,helicopter,헬리콥터
2743,hell,지옥
2744,hello,여보
2745,help,돕다
2746,hence,그러므로
2747,here,여기에
2748,heritage,세습 재산
2749,hero,영웅
2750,hesitate,주저하다
2751,hide,감추다
2752,high,높은
2753,highway,대도
2754,hill,"언덕, 낮은 산 인도 고지"
2755,hip,엉덩이
2756,hire,고용하다
2757,history,역사
2758,hit,명중하다
2759,hobby,취미
2760,hold,손에 갖고 있다
2761,hole,구멍
2762,holiday,휴일
2763,holy,신성한
2764,home,가정
2765,homework,숙제
2766,honest,정직한
2767,honey,벌꿀
2768,honor,명예
2769,hook,갈고리
2770,hope,희망
2771,horizon,지평선
2772,horn,뿔
2773,horror,공포
2774,horse,말
2775,hospital,병원
2776,host,"주인, 집주인 노릇, 호스트"
2777,hostage,볼모
2778,hostile,반대하는
2779,hot,뜨거운
2780,hour,시간
2781,house,집
2782,household,가족
2783,how,어떻게
2784,however,아무리
2785,hug,꼭 껴안다
2786,huge,거대한
2787,human,인간의
2788,humor,유우머
2789,hundred,100 100의
2790,hungry,배고픈
2791,hunt,사냥하다
2792,hurry,서두르다
2793,hurt,상처내다
2794,husband,남편 절약하다
2795,hut,오두막
2796,hypothesis,가설
2797,I,"나는, 내가"
2798,ice,얼음
2799,idea,관념
2800,ideal,이상
2801,identical,아주 동일한
2802,identify,동일시하다
2803,ideology,공리
2804,if,만일 -이라면
2805,ignore,무시하다
2806,ill,병든
2807,illusion,환영
2808,illustrate,설명하다
2809,imagine,상상하다
2810,imitate,흉내내다
2811,immediate,직접의
2812,immense,무한한
2813,immigrate,이주하다
2814,immune,면역성의
2815,impact,충격
2816,imperial,제국의
2817,implement,기구
2818,imply,함축하다
2819,import,수입하다
2820,important,중요한
2821,impose,부과하다
2822,impress,인상지우다
2823,improve,개선하다
2825,incentive,자극적인
2826,incident,사건
2827,incline,기울이다
2828,include,포함하다
2829,income,수입
2830,incorporate,합동시키다
2831,increase,늘다
2832,incredible,믿을 수 없는
2833,indeed,참으로
2834,independent,독립한
2835,index,색인
2836,indicate,지적하다
2837,individual,개인
2838,induce,꾀다
2839,industry,공업
2840,inevitable,피할 수 없는
2841,infant,유아
2842,infect,감염시키다
2843,infer,추론하다
2844,inflate,부풀게 하다
2845,influence,영향력
2846,inform,알리다
2847,informal,비공식의
2848,ingredient,성분
2849,inhabit,살다
2850,inherent,생태의
2851,inhibit,금하다
2852,initial,처음의
2853,initiate,시작하다
2854,inject,주사하다
2855,injure,해치다
2856,inn,여인숙
2857,innocent,무구한
2858,innovate,새롭게 하다
2859,input,투입
2860,inquire,묻다
2861,insect,곤충
2862,insert,끼워넣다
2863,inside,안쪽
2864,insight,통찰(력)
2865,insist,주장하다
2866,inspect,검사하다
2867,inspire,영감을 주다
2868,install,설치하다
2869,instance,실례
2870,instant,즉시의
2871,instead,그 대신에
2872,instinct,본능
2873,institute,만들다
2874,instruct,가르치다
2875,instrument,기구
2876,insult,모욕하다
2877,insure,보증하다
2878,integrate,통합하다
2879,intellectual,지적인
2880,intelligent,지적인
2882,intense,강렬한
2883,intent,의향
2884,interact,서로 작용하다
2885,interest,흥미
2886,interfere,간섭하다
2887,intermediate,중간의 중간물
2888,internal,내부의
2889,international,국제적인
2890,interpret,해석하다
2891,interrupt,훼방놓다
2892,interval,간격
2893,intervene,사이에 들다
2894,intimate,친밀한
2896,intrigue,음모
2897,introduce,안으로 들이다
2898,invade,침입하다
2899,invent,발명하다
2900,invest,투자하다
2901,investigate,조사하다
2902,invite,초대하다
2903,involve,말아넣다
2904,iron,쇠
2905,irony,반어
2906,irritate,노하게 하다
2907,island,섬
2908,isolate,고립시키다
2909,it,그것은
2910,item,조항
2911,jail,교도소
2912,jar,(아가리가 넓은)항아리
2913,jaw,턱
2914,jeans,청바지
2915,jet,(가스등의)분출
2916,job,일
2917,jog,살짝 밀다 덜커덕 움직이다 고르지 않음
2918,join,결합하다
2919,joint,이음매
2920,joke,농담
2921,journal,일간신문
2922,journey,여행
2923,joy,즐거움
2924,judge,재판관
2925,judicial,사법의
2926,junior,손아래사람
2927,jury,배심
2928,just,올바른
2929,justice,정의
2930,justify,옳다고 하다
2931,keen,날카로운
2932,keep,계속하다
2933,key,열쇠
2934,kick,걷어차다
2935,kid,아이
2936,kill,죽이다
2937,kind,친절한
2938,king,왕
2939,kit,연장통
2940,kitchen,부엌
2941,knee,무릎
2942,knife,나이프
2943,knight,(중세의)기사
2944,knock,치다
2945,knot,매듭(=tie)
2946,know,알다
2947,label,라벨
2948,labor,노동
2949,laboratory,실험실
2950,lack,결핍
2951,ladder,사닥다리
2952,lady,귀부인
2953,lake,호수
2954,lamb,어린 양
2955,lamp,등
2956,land,뭍
2957,landscape,풍경
2958,lane,좁은길
2959,language,언어
2960,lap,무릎
2961,large,큰
2962,last,계속하다
2963,late,늦은
2964,latter,뒤쪽의
2965,laugh,(소리내어)웃다
2966,launch,진수시키다
2967,laundry,세탁물
2968,law,법률
2969,lawn,잔디밭
2970,lawyer,법률가
2971,lay,눕히다
2972,layer,층
2973,lazy,게으른
2974,lead,이끌다
2975,leaf,잎
2976,leak,샘
2977,lean,기대다
2978,leap,껑충 뛰다
2979,learn,배우다
2980,lease,임대차
2981,leather,무두질한 가죽
2982,leave,남기고가다
2983,lecture,강의
2984,left,왼쪽의
2985,leg,다리
2986,legal,법률상의
2987,legend,전설
2988,legislate,법률을 제정하다
2989,legitimate,합법의
2990,leisure,틈
2991,lend,빌리다
2992,lesson,학과
2993,let,시키다
2994,letter,편지
2995,level,수평의
2996,liberal,자유주의의
2997,liberty,자유
2998,library,도서관
2999,license,면허
3000,lid,뚜껑
3001,lie,눕다
3002,lift,끌어올리다
3003,light,빛
3004,like,좋아하다
3005,likely,있을 법한
3006,likewise,"같이, 마찬가지로"
3007,limit,한계
3008,line,선
3009,linguistic,말의
3010,link,사슬의 고리
3011,lion,사자
3012,lip,입술
3013,liquid,액체
3014,list,일람표
3015,listen,경청하다
3016,literal,문자의
3017,literature,문학
3018,little,작은
3019,live,살다
3020,livingroom,거실
3021,load,짐
3022,loan,대부
3023,local,장소의
3024,locate,관청 등을 두다
3025,lock,자물쇠
3026,log,통나무
3027,logic,논리학
3028,lone,혼자의
3029,long,"(길이,시간 등)긴"
3030,look,보다
3031,loose,풀어진
3032,lose,잃다
3033,loss,잃음
3034,lot,제비
3035,loud,시끄러운
3036,lounge,빈둥거리다
3037,love,사랑
3038,low,낮은
3039,loyal,충성스러운
3040,luck,운
3041,lump,덩어리
3042,lunch,점심
3043,luxury,사치
3044,machine,기계
3045,mad,미친
3046,magazine,잡지
3047,magnet,자석
3048,magnificent,장대한
3049,mail,우편물
3050,main,주요한
3051,maintain,계속하다
3052,major,큰쪽의
3053,majority,대다수
3054,make,만들다
3055,male,남성의
3056,man,남자
3057,manage,관리하다
3058,manifest,명백히 하다
3059,manipulate,(손으로)다루다
3060,manner,방법
3061,manufacture,제조하다
3062,many,많은
3063,map,지도
3064,margin,가장자리
3065,marine,바다의
3066,mark,표
3067,marry,결혼하다
3068,marvel,경이
3069,mass,덩어리
3070,master,장
3071,match,성냥
3072,mate,상대
3073,material,원료
3074,mathematics,수학
3075,matter,물질
3076,mature,익은
3077,maximum,최고점
3078,may,"5월  청춘, 인생의 봄  산사나무, 아가위나무"
3079,maybe,아마
3080,mayor,시장
3081,meal,식사
3082,mean,의미하다
3083,meantime,그동안 그 사이에
3084,meanwhile,그동안
3085,measure,재다
3086,meat,(식용짐승의)고기
3087,mechanic,직공
3088,mechanism,(기계)장치
3089,mediate,중재하다
3090,medical,의학의
3091,medicine,약
3092,medieval,중세(풍)의
3093,medium,중간
3095,melt,녹다
3096,memory,기억
3097,mental,마음의
3098,mention,말하다
3099,merchant,상인
3100,mere,단순한
3101,merge,합병하다
3102,merit,장점
3103,mess,혼란
3104,metal,금속
3105,method,방법
3106,metropolitan,수도권(의)
3107,microphone,확성기
3108,microwave,극초단파 전자레인지로 요리하다
3109,middle,한복판의
3110,might,힘
3111,migrate,이주하다
3112,mild,온후한
3113,military,군의
3114,milk,젖
3115,mill,멧돌
3116,million,백만
3117,mind,마음
3118,miner,광산업자
3119,mineral,광물
3120,minimal,최소(한도)의
3121,minimum,최소 한도
3122,ministry,장관(목사)의 직(소임)
3123,minor,작은 편의
3124,minute,분
3125,miracle,기적
3126,mirror,거울
3127,miss,미혼 여성 실수하다
3128,missile,미사일
3129,mission,사명
3130,mistake,틀리다
3131,mix,섞다
3132,mobile,움직이기 쉬운
3133,mock,조롱하다
3134,mode,방법
3135,moderate,절제하는
3136,modern,현대의
3137,modest,겸손한
3138,modify,변경하다
3139,moisture,습기
3140,molecule,분자
3141,moment,순간
3142,money,금전
3143,monitor,충고자
3144,monkey,원숭이
3145,monster,괴물
3146,month,월
3147,monument,기념비
3148,mood,(일시적인)기분
3149,moon,달
3150,moral,도덕의
3151,moreover,그 위에
3152,morning,아침
3153,mortal,죽을운명의
3154,mother,어머니
3155,motion,운동
3156,motive,동기
3157,mount,산
3158,mountain,산
3159,mouse,새앙쥐
3160,mouth,입
3161,move,움직이다
3162,movie,영화
3163,much,많은
3164,mud,진흙
3165,multiple,복합의
3166,multiply,늘리다
3167,murder,살인
3168,muscle,근육
3169,museum,박물관
3170,mushroom,버섯
3171,music,음악
3173,mutual,상호의
3174,myth,신화
3175,nail,손톱
3176,naive,소박한
3177,naked,발가벗은
3179,nanny,유모
3180,narrate,이야기하다
3181,narrow,좁은
3182,nasty,불쾌한
3183,nation,국가
3184,native,타고난
3185,nature,자연
3186,navy,해군(력)
3187,near,가까이 -의 가까이에 가까운 접근하다
3188,neat,산뜻한
3189,necessary,필요한
3190,neck,목
3191,need,필요
3192,needle,바늘 바늘로 꿰매다 바느질하다 아슬아슬한
3193,negative,부정적인
3194,neglect,게을리 하다
3195,negotiate,교섭하다
3196,neighbor,이웃사람(나라)
3197,neither,(둘중)어느쪽도 -아니다 -도 아니다
3198,nephew,조카
3199,nervous,신경의
3200,nest,보금자리
3201,net,그물
3202,network,그물세공
3203,neutral,중립의
3204,never,결코 -아니다
3205,nevertheless,그럼에도 불구하고
3206,new,새로운
3207,newspaper,신문
3208,next,다음의
3209,nice,니스(프랑스 남부의 항구도시)
3210,night,밤
3211,nightmare,악몽
3212,no,무의
3213,noble,고귀한
3214,nobody,아무도 -않다 하찮은 사람
3215,nod,끄덕이다
3216,noise,소리
3217,nominate,추천하다
3218,none,아무도(조금도)-않다 조금도(결코)-않다
3219,nonetheless,역시
3220,nonsense,허튼 소리
3221,noon,정오
3223,norm,표준
3224,normal,표준(의)
3225,north,"북, 북 쪽, 북부"
3226,nose,코
3227,not,아니다
3228,note,기록
3229,nothing,아무것도 …없다
3230,notice,"통지, 통보"
3231,notion,"n,관념"
3232,novel,소설
3233,now,지금
3234,nowadays,"오늘날에는, 요즈음에는"
3235,nowhere,아무데도 …없다
3236,nuclear,"핵의, 핵을 형성하는 원자핵의"
3237,number,수
3238,numerous,"다 수의, 수많은, 셀 수 없이 많은"
3239,nun,수녀 집비둘기의 일종
3240,nurse,유모
3241,nut,견과
3242,oak,참나무
3243,obey,따르다
3244,object,사물
3245,objective,객관적인
3246,oblige,(의무를)별수없이 -하게하다
3247,observe,관찰하다
3248,obsess,늘러붙다
3249,obtain,얻다
3250,obvious,명백한
3251,occasion,경우
3252,occupation,일직업
3253,occupy,차지하다
3254,occur,일어나다
3255,ocean,대양
3256,odd,묘한
3257,of,출신의
3258,off,떨어져
3259,offend,성나게 하다
3260,offer,권하다
3261,office,임무
3262,officer,공무원
3263,official,공무원
3264,often,자주
3265,oil,기름
3266,old,늙은
3267,olive,올리브나무
3268,on,위에
3269,once,한번
3270,one,하나(의)
3271,only,유일한
3272,open,열다
3273,operate,움직이다
3274,opinion,의견
3275,opportunity,기회
3276,oppose,반대하다
3277,optimist,낙천가
3278,option,선택(권의 자유)
3279,or,혹은
3280,oral,구두의
3281,orbit,궤도
3282,orchestra,관현악단
3283,order,순서
3284,ordinary,보통의
3285,organ,(생물의)기관
3286,organic,유기체의
3287,organize,조직하다
3288,orient,동양 동양의 동쪽으로 향하게 하다
3289,origin,기원
3290,other,다른 다른 것 그렇지 않고
3291,otherwise,딴 방법으로는
3292,ought,au해야만 하다
3293,ounce,삵괭이
3294,out,밖으로
3295,outcome,결과
3296,outline,윤곽
3297,output,산출
3298,outrage,불법(적인 행위)
3299,outstanding,눈에 띄는
3300,over,위쪽
3301,overall,포괄(전면)적인 덧옷
3302,overcome,이기다
3303,overhead,머리위에 머리 위의
3304,overlap,겹치다
3305,overlook,내려다 보다
3306,overnight,전날밤의
3307,oversea,해외(로부터)의
3308,overwhelm,압도하다
3309,owe,지불할 의무가 있다
3310,own,자기자신의 소유하다
3311,pace,한걸음
3312,pack,꾸러미
3313,packet,다발
3314,pad,(및에)덧대는 것
3315,pain,고통
3316,paint,도료
3317,pair,한쌍
3318,palace,궁전
3319,pale,창백한
3320,palm,손바닥
3321,pan,남비 사금 등을 남비로 가려내다
3322,panel,판벽널
3323,panic,돌연한공포
3324,pants,바지
3325,paper,종이
3326,paragraph,(문장의)절
3327,parallel,평행의
3328,pardon,용서하다 용서
3329,parent,어버이
3330,park,공원
3331,parliament,의회
3332,part,부분
3333,participate,참가하다
3334,particle,입자
3335,particular,특수한
3336,pass,지나가다
3337,passage,"통행, 통과"
3338,passenger,승객
3339,passion,정열
3340,passport,여권
3341,past,과거
3342,pat,톡톡 가볍게 치다
3343,patch,깁는 헝겊
3344,patent,전매특허권 전매특허의
3345,path,작은 길
3346,patient,인내심이 강한 환자
3347,patrol,순회
3348,pattern,모범
3349,pause,중지
3350,pave,(도로를)포장하다
3351,pay,지불하다
3352,peace,평화
3353,peak,(뾰족한)끝
3354,pear,서양배
3355,peasant,농부
3356,peel,껍질을 벗기다 벗어지다 껍질
3357,peer,동료
3358,penalty,벌
3359,pencil,연필 연필로 쓰다
3360,people,사람들
3361,pepper,고추
3363,perceive,지각하다
3364,perfect,완전한
3365,perform,다하다
3366,perhaps,아마
3367,period,시간
3368,permanent,영구의
3369,permit,허가하다
3370,persist,고집하다
3371,person,사람
3372,personality,개성
3373,perspective,원근법의 원근 화법
3374,persuade,설득하다
3375,pet,애완동물
3376,phase,국면
3377,phenomenon,현상
3378,philosophy,철학
3379,photograph,사진 촬영하다
3380,phrase,구
3381,physical,물질의
3382,physics,물리학
3383,pick,따다
3384,picnic,소풍
3385,picture,그림
3386,piece,한 조각
3387,pig,돼지
3388,pile,쌓아 올린 것
3389,pill,알약
3390,pin,핀 핀으로 꽂다
3391,pinch,꼬집다
3392,pine,소나무 수척해 지다
3393,pink,연분홍색
3394,pioneer,개척자
3395,pitch,던지다
3396,pity,불쌍히 여김
3397,place,장소
3398,plain,분명한
3399,plan,계획
3400,planet,행성
3401,plant,실물
3402,plate,판
3403,platform,단
3404,play,놀다
3405,pleasant,기분 좋은
3406,please,기쁘게 하다
3407,pleasure,즐거움
3408,plenty,많음
3409,plot,음모
3410,plus,더하기의 -외에
3411,P.M.,오후
3412,pocket,포켓
3413,poem,시
3414,poet,시인
3415,point,점
3416,poison,독
3417,polar,남극의
3418,pole,폴란드사람
3419,police,경찰 경비하다
3420,policy,정책
3421,polish,"닦다, 갈다, 윤내다"
3422,polite,공손한
3423,politics,정치
3424,poll,투표
3426,pond,"못, 연못"
3427,pool,판돈
3428,poor,"가난한 부족한, 불충분한, 빈약한"
3429,pop,팝
3430,pope,로마 교황  최고 권위자로 자처하는 사람
3431,popular,"민중 의, 대중의"
3432,population,인구
3433,pork,돼지고기
3434,port,"항구, 항만, 상항"
3435,portion,"일부, 부분"
3436,portrait,초상
3437,pose,"자세, 포즈  마음가짐  꾸민 태도"
3438,position,위치
3439,positive,"명확한, 의문의 여지가 없는, 부정할 수 없는"
3440,possess,소유하다
3441,possible,가능한
3442,post,기둥
3443,poster,포스터
3444,pot,단지
3445,potato,감자
3446,potential,가능한
3447,pour,따르다
3448,powder,가루
3449,power,힘
3450,practical,실제의
3451,practice,연습
3452,praise,칭찬
3453,pray,빌다
3454,preach,설교하다
3456,precious,비싼
3457,precise,정확한
3458,predator,약탈자
3459,predict,"예언하다, 예보하다 예언하다"
3460,prefer,"오히려 …을 좋아하다,"
3461,pregnant,임신한 충만한
3462,prejudice,"편견, 선입관"
3463,premier,"국무 총리, 수상"
3464,premium,"할증금,  액면 초과액, 프리미엄"
3465,prepare,"준비하 다, 마련하다, 채비를 갖추다"
3466,prescribe,"명령하다, 지령하다"
3467,presence,"존재, 현존, 실재  출석, 임석, 참석"
3468,present,"있는, 존재하는"
3469,preserve,"보호하다, 지키다"
3470,president,대통령 회장
3471,press,강제로 모집하다
3472,presume,가정하다
3473,pretend,핑계삼다
3474,pretty,"예쁜, 귀여운, 참 한, 조촐한"
3475,prevail,"이기다, 극복하다, 압도하다 우세하다, 보급되다"
3476,prevent,"막다, 방해하다"
3477,previous,"앞의, 이전의"
3478,prey,먹이
3479,price,"값, 가격, 대가, 정가"
3480,pride,자존심
3481,priest,성직자
3482,primary,"첫째의, 제1위의, 수위의 초등의, 초보의"
3483,prime,"수위의, 최초의, 원시적인"
3484,primitive,"원시의, 초기의"
3485,prince,"왕자, 태자, 세자, 대군"
3486,principal,"주요한, 주된, 제일의, 앞장서는"
3487,principle,"원리, 원칙, 법칙, 공리"
3488,print,"인쇄하다, 프린트하다"
3489,prior,"이전의, 앞의"
3490,prison,교도소
3491,privacy,"남의 눈을 피함, 은거, 은둔, 은퇴 생활 사생활"
3492,private,"사적인, 사사로운, 개인에 속한"
3493,privilege,"특권, 특전, 특별 취급"
3494,prize,"상, 포상, 우등상, 선행상"
3495,probably,"아마, 십중팔구"
3496,problem,문제
3497,procedure,"진행, 경과 절차"
3498,proceed,"나아가다, 가다"
3499,process,"진행, 작용"
3500,produce,"생산하다, 산출하다, 생기게 하다,"
3501,profession,"직업 공언, 선언, 고백"
3502,professor,교수
3503,profile,"옆 얼굴, 반면상 인물 소개  태도, 자세"
3504,profit,"이익, 이득, 벌이"
3505,profound,"깊은, 심원한"
3506,progress,"진행, 전진, 진척  진보, 향상, 발달, 발전"
3507,prohibit,"금하다, 금지하다"
3508,prominent,"두드러진, 돌기한, 양각된 현저한, 탁월한, 중요한"
3509,promise,"약속, 서약, 계약"
3510,promote,"승진시키다 진행시키다,"
3511,prompt,"재빠른, 신속한, 즉시 …하는"
3512,pronounce,"발음하다, 음독하다"
3513,proof,증명
3514,proper,"고유의, 독특한, 본연의,  특유한"
3515,property,"재산, 자산"
3516,proportion,"비율, 비 균형, 조화"
3517,propose,"제의하다, 제출하다 추천하다, 지명하다"
3518,prospect,"전망, 조망, 경치"
3519,prosper,번영하다
3520,protect,"보호하다, 막다, 지키다, 비호하다"
3521,protein,IG1s
3522,protest,단언하다
3523,proud,"뽐내는, 자랑하는 자긍하는, 영광 으로 여기는"
3524,prove,"시험하다, 실험하다, 경험하다, 시험해 보다"
3525,provide,"준비하다, 미리 …에 대비하다  규정하다"
3526,province,"주, 성, 도  범위, 영역, 분야"
3527,provoke,화나게 하다
3528,psychology,심리학
3529,pub,펍
3530,public,"심리, 심리 상태"
3531,publish,"발표 하다, 널리 알리다"
3532,pull,"끌다, 당기다, 끌어 당기다, 잡아 끌다"
3533,pump,펌프스   댄스용 구두
3534,punch,"주먹질, 펀치  힘, 활기"
3535,punish,"벌하다, 응징하다, 처형하다"
3536,pupil,흔히 국민학교 중학교 학생
3537,puppy,강아지
3538,purchase,"사다, 구입하다"
3539,pure,"순수한  깨끗한, 순전한, 결백한"
3540,purple,자줏빛의  새빨간  제왕의
3541,purpose,목적
3542,pursue,"쫓다, 추적하다, 몰다"
3543,push,"밀다, 밀치다, 밀어서 움직 이다, 밀어 내다"
3544,put,"놓다, 두다"
3545,puzzle,"당황, 혼란 괴롭히는 사람,  어려운 문제"
3546,qualify,자격을 부여하다
3547,quality,질
3548,quantity,양
3549,quarter,1
3550,queen,여왕
3551,question,"물음, 질문, 질의"
3552,questionnaire,질문표
3553,quick,빠른
3554,quiet,조용한
3555,quit,"(의무,책임을)벗어난 떠나다"
3556,quite,아주
3557,quote,인용하다
3558,rabbit,집토끼
3559,race,인종
3560,racial,인종(상)의
3561,rage,격노
3562,rail,가로장
3563,rain,비
3564,rainbow,무지개
3565,raise,올리다
3566,rally,규합하다
3567,random,닥치는 대로의
3568,range,줄
3569,rank,열
3570,rapid,빠른
3571,rare,희귀한
3572,rat,쥐
3573,rate,율
3574,rather,오히려
3575,rational,합리적인
3576,raw,날것의
3577,reach,도착하다
3578,react,반응을 나타내다
3579,read,읽다
3580,ready,준비가 된
3581,real,실재하는
3582,realize,깨닫다
3583,rear,뒤
3584,reason,이성
3585,rebel,반역자
3586,recall,되부르다
3587,receipt,수령
3588,receive,받다
3589,recent,최근의
3590,reception,받음
3591,recipe,조리법
3592,recognize,인정하다
3593,recommend,추천하다
3594,record,기록하다
3595,recover,되찾다
3596,recruit,신병
3597,recycle,재생 이용하다
3598,red,붉은
3599,reduce,줄이다
3600,refer,조회시키다
3601,refine,정제정련하다
3602,reflect,반사하다
3603,reform,개정(개혁)하다
3604,refrigerator,냉장고
3605,refuse,거절하다
3606,regard,주목해서 보다
3607,region,지방
3608,register,기록
3609,regret,유감
3610,regular,규칙적인
3611,regulate,규정하다
3612,reinforce,보강하다
3613,reject,거절하다
3614,relate,이야기하다
3615,relative,친척
3616,relax,늦추다
3617,release,도와주다
3618,relevant,관련된
3619,relieve,구출하다
3620,religion,종교
3621,reluctant,마음이 내키지 않는
3622,rely,믿다
3623,remain,남다
3624,remark,깨닫다
3625,remedy,치료
3626,remember,기억하고 있다
3627,remind,생각나게 하다
3628,remote,먼
3629,remove,옮기다
3630,rent,지대
3631,repair,수선(수정)하다
3632,repeat,반복하다
3633,replace,되돌려 놓다
3634,reply,대답하다
3635,report,보고
3636,represent,표현(묘사)하다
3637,republic,공화국
3638,reputation,평판
3639,request,부탁하다
3640,require,요구하다
3641,rescue,구하다
3642,research,연구
3643,resemble,닮다
3644,reserve,따로 두다
3645,reside,거주하다
3646,resign,사임하다
3647,resist,저항하다
3648,resolve,분해하다
3649,resort,(자주)가다
3650,resource,자원
3651,respect,존경하다
3652,respective,각각의
3653,respond,대답하다
3654,responsible,책임을 져야할
3655,rest,휴식
3656,restaurant,요리점
3657,restore,반환하다
3658,restrain,제지하다
3659,restrict,제한하다
3660,restroom,화장실
3661,result,결과
3662,resume,다시 잡다
3663,retail,소매
3664,retain,보유하다
3665,retire,퇴직하다
3666,retreat,후퇴
3667,return,돌아가다
3668,reveal,나타내다
3669,revenge,복수
3670,reverse,역
3671,review,재조사
3672,revise,교정하다
3673,revive,소생하다
3674,revolution,혁명
3675,reward,보수
3676,rhythm,율동
3677,rice,쌀
3678,rich,부자인
3679,rid,면하게하다
3680,ride,타다
3681,ridiculous,어리석은
3682,right,올바른
3683,ring,고리
3684,riot,"폭동, 소요, 소동   야단법석, 다채로움,"
3685,rise,올리다
3686,risk,위험 걸다
3687,rival,경쟁자 경쟁하는 경쟁하다
3688,river,강
3689,road,길
3690,roar,으르렁거리다 으르렁소리
3691,roast,불에 쬐어 굽다 불고기 구운
3692,rob,"강탈하다, 약탈하다, 빼앗다"
3693,rock,바위
3694,rod,막대
3695,role,(배우의)역
3696,roll,구르다
3697,romantic,전기소설적인
3698,roof,지붕
3699,room,방
3700,root,뿌리
3701,rope,새끼
3702,rot,썩다
3703,rough,거친
3704,round,둥근 원 돌아서
3705,route,길
3706,routine,정해진 일
3707,row,줄
3708,royal,왕의
3709,rub,마찰하다
3710,rubber,맛사지사
3711,rude,버릇없는
3712,ruin,파멸
3713,rule,규칙
3714,rumor,소문
3715,run,달리다
3716,rural,시골의
3717,rush,돌진하다
3718,sack,마대
3719,sacred,신성한
3720,sacrifice,희생
3721,sad,슬픈
3722,safe,안전한
3723,sail,돛
3724,salary,봉급 봉급을 주다
3725,sale,판매
3726,salon,객실
3727,salt,소금
3728,same,같은
3729,sand,모래사장
3730,satellite,위성
3731,satisfy,만족시키다
3732,save,위험에서 구하다
3733,say,말하다
3734,scale,비늘(모양의 것)
3735,scan,시의 운율을살피다
3736,scandal,추문
3737,scarce,부족한
3738,scare,위협하다
3739,scatter,뿔뿔이 흩어 버리다
3740,scene,장면
3741,scheme,계획
3742,scholar,학자
3743,school,학교
3744,science,과학
3745,scissors,가위
3746,scold,꾸짖다 잔소리 심한 사람
3747,scope,범위
3748,score,득점
3749,scramble,기다
3750,scratch,"할퀴다, 할퀴어 상처 를 내다  긁다"
3751,scream,비명을 지르다
3752,screen,병풍
3753,screw,나사
3754,scrub,(관목의)숲
3755,sculpture,조각 조각하다
3756,sea,바다
3757,seal,인장
3758,search,찾다
3759,season,계절
3760,seat,좌석
3761,secret,비밀의
3762,secretary,비서
3763,sector,부채꼴
3764,secure,안전한
3765,see,보다
3766,seed,씨앗
3767,seek,찾다
3769,seize,붙잡다
3770,select,고르다
3771,self,자기
3772,sell,팔다
3773,send,보내다
3774,senior,연상의
3775,sensation,감각
3776,sense,감각
3777,sensible,분별있는
3778,sentence,문장
3779,sentiment,정서
3780,separate,분리된
3781,sequence,연속
3782,series,연속
3783,serious,진지한
3784,serve,섬기다
3785,session,개회
3786,settle,등받이가 높은 긴 의자 놓다
3787,several,수개의
3788,severe,호된
3789,sew,꿰매다
3790,sex,성
3791,shade,그늘
3792,shadow,그림자
3793,shake,흔들어 움직이다
3794,shall,au-하겠다
3795,shallow,얕은 얕은 곳 얕아지다
3796,shame,부끄럼
3797,shape,모양
3798,share,몫
3799,sharp,날카로운
3800,shave,깎다
3801,she,그녀는
3802,sheep,양
3803,sheet,깔천
3804,shelf,선반
3805,shell,겉껍질
3806,shelter,피난처
3807,shield,방패
3808,shift,옮기다
3809,shine,빛나다
3810,ship,배
3811,shock,격돌
3812,shoe,구두
3813,shoot,쏘다
3814,shop,상점
3815,shore,물가
3816,short,짧은
3817,should,aushall의 과거
3818,shoulder,어깨
3819,shout,외치다
3820,show,보이다
3821,shower,소나기 빗발치듯 퍼붓다(쏟다)
